,online,reservations,rating,votes,location,rest_type,cost_for_two,type
18154,No,No,3.4,5,Koramangala 6th Block,Bakery,300,Desserts
18155,No,No,4.0,40,Koramangala 6th Block,Dessert Parlor,300,Desserts
18156,No,No,3.8,38,Koramangala 5th Block,Dessert Parlor,400,Desserts
18157,No,No,2.9,12,Koramangala 6th Block,Cafe,500,Desserts
18158,No,No,4.0,157,Koramangala 6th Block,Dessert Parlor,300,Desserts
18159,No,No,3.73178,0,Koramangala 3rd Block,Bakery,200,Desserts
18160,Yes,No,4.1,23,Koramangala 6th Block,Delivery,500,Desserts
18161,Yes,No,3.5,29,Koramangala 7th Block,Bakery,400,Desserts
18162,Yes,No,3.1,6,Koramangala 1st Block,Bakery,200,Desserts
18163,Yes,No,3.73178,0,Koramangala 8th Block,Dessert Parlor,200,Desserts
18164,No,No,3.73178,0,Koramangala 1st Block,Dessert Parlor,200,Desserts
18165,No,No,3.6,19,Koramangala 1st Block,Bakery,300,Desserts
18166,No,No,3.5,15,Koramangala 5th Block,Other,400,Desserts
18167,No,No,3.73178,0,Koramangala 5th Block,Delivery,300,Desserts
18168,No,No,3.3,4,Koramangala 8th Block,Other,300,Desserts
18169,No,No,3.5,13,Ejipura,Quick Bites,200,Desserts
18170,No,No,3.73178,0,Koramangala 1st Block,Dessert Parlor,150,Desserts
18171,No,No,3.7,49,Koramangala 7th Block,Other,400,Desserts
18172,No,No,3.73178,0,Koramangala 1st Block,"Takeaway, Delivery",600,Desserts
18173,No,No,3.73178,0,Koramangala 7th Block,Other,150,Desserts
18174,Yes,No,3.73178,0,Ejipura,Dessert Parlor,300,Desserts
18175,Yes,No,3.73178,0,Koramangala 8th Block,Other,200,Desserts
18176,Yes,No,3.73178,0,Ejipura,Dessert Parlor,400,Desserts
18177,No,No,2.9,30,Koramangala 7th Block,Dessert Parlor,250,Desserts
18178,Yes,No,4.0,76,Koramangala 1st Block,Bakery,500,Desserts
18179,Yes,No,3.73178,0,Koramangala 1st Block,Other,200,Desserts
18180,Yes,No,3.8,433,Koramangala 5th Block,Other,800,Desserts
18181,No,No,4.1,148,HSR,Dessert Parlor,400,Desserts
18182,Yes,No,4.0,206,BTM,Other,200,Desserts
18183,Yes,No,4.1,41,Domlur,Other,400,Desserts
18184,Yes,No,3.9,48,HSR,Dessert Parlor,400,Desserts
18185,Yes,No,4.0,87,BTM,Other,200,Desserts
18186,Yes,No,3.7,92,HSR,Bakery,350,Desserts
18187,Yes,No,3.6,41,BTM,Delivery,500,Desserts
18188,No,No,3.5,7,BTM,Other,300,Desserts
18189,No,No,3.7,21,BTM,Other,200,Desserts
18190,No,No,2.9,47,HSR,Other,200,Desserts
18191,No,No,2.7,56,HSR,Delivery,500,Desserts
18192,No,No,3.3,7,BTM,Delivery,250,Desserts
18193,No,No,3.6,11,BTM,Quick Bites,200,Desserts
18194,No,No,3.7,20,Domlur,Other,600,Desserts
18195,No,No,3.5,11,Domlur,Other,400,Desserts
18196,No,No,3.73178,0,Domlur,Bakery,600,Desserts
18197,No,No,3.2,5,BTM,Other,350,Desserts
18198,No,No,3.73178,0,Domlur,Bakery,450,Desserts
18199,Yes,No,3.5,7,HSR,Dessert Parlor,150,Desserts
18200,Yes,No,3.7,16,HSR,"Takeaway, Delivery",150,Desserts
18201,Yes,Yes,4.4,2395,Koramangala 4th Block,Casual Dining,1000,Dine-out
18202,No,Yes,4.3,216,Koramangala 4th Block,"Casual Dining, Bar",1200,Dine-out
18203,No,Yes,4.8,460,Koramangala 5th Block,Other,2100,Dine-out
18204,No,No,4.6,7120,Koramangala 4th Block,Cafe,600,Dine-out
18205,No,Yes,4.5,7854,Koramangala 4th Block,Other,1800,Dine-out
18206,Yes,Yes,4.4,9080,Koramangala 4th Block,Other,600,Dine-out
18207,No,Yes,4.6,886,Koramangala 4th Block,Other,1400,Dine-out
18208,No,Yes,4.5,1228,Koramangala 4th Block,Other,1200,Dine-out
18209,No,No,4.4,1224,Koramangala 4th Block,Cafe,800,Dine-out
18210,No,Yes,4.4,4079,Koramangala 4th Block,Other,1200,Dine-out
18211,No,Yes,4.2,1741,Koramangala 4th Block,Other,1400,Dine-out
18212,Yes,Yes,4.5,256,Koramangala 4th Block,Casual Dining,1300,Dine-out
18213,Yes,Yes,4.2,1175,Koramangala 4th Block,Other,1300,Dine-out
18214,No,No,4.1,314,Koramangala 4th Block,Cafe,600,Dine-out
18215,Yes,Yes,4.4,1808,Koramangala 4th Block,Casual Dining,1000,Dine-out
18216,No,Yes,4.3,164,Koramangala 4th Block,Casual Dining,800,Dine-out
18217,No,No,4.3,294,Koramangala 4th Block,Cafe,850,Dine-out
18218,No,No,3.9,1160,Koramangala 4th Block,Casual Dining,650,Dine-out
18219,Yes,Yes,4.2,1624,Koramangala 4th Block,Casual Dining,1500,Dine-out
18220,Yes,Yes,4.1,258,Koramangala 4th Block,Casual Dining,750,Dine-out
18221,No,Yes,4.1,807,Koramangala 4th Block,"Casual Dining, Bar",800,Dine-out
18222,Yes,Yes,4.4,466,Koramangala 4th Block,Cafe,800,Dine-out
18223,Yes,Yes,4.0,1238,Koramangala 4th Block,Cafe,700,Dine-out
18224,Yes,Yes,4.2,767,Koramangala 4th Block,Casual Dining,1700,Dine-out
18225,Yes,No,3.8,75,Koramangala 4th Block,Casual Dining,750,Dine-out
18226,Yes,Yes,3.9,144,Koramangala 4th Block,Casual Dining,1000,Dine-out
18227,Yes,No,4.2,169,Koramangala 4th Block,Cafe,700,Dine-out
18228,Yes,Yes,3.7,291,Koramangala 4th Block,Casual Dining,750,Dine-out
18229,Yes,No,4.1,65,Koramangala 4th Block,Other,700,Dine-out
18230,Yes,Yes,4.0,281,Koramangala 4th Block,"Casual Dining, Bar",1500,Dine-out
18231,No,No,3.9,34,Koramangala 4th Block,Other,1000,Dine-out
18232,Yes,No,3.7,483,Koramangala 4th Block,Casual Dining,800,Dine-out
18233,Yes,Yes,3.9,597,Koramangala 4th Block,Other,1200,Dine-out
18234,No,No,4.1,100,Koramangala 4th Block,Casual Dining,600,Dine-out
18235,Yes,Yes,4.0,1209,Koramangala 4th Block,Cafe,650,Dine-out
18236,No,No,3.9,105,Koramangala 4th Block,Other,1500,Dine-out
18237,Yes,No,3.6,76,Koramangala 4th Block,Cafe,650,Dine-out
18238,Yes,No,3.9,523,Koramangala 4th Block,Casual Dining,500,Dine-out
18239,No,No,3.8,27,Koramangala 4th Block,Cafe,450,Dine-out
18240,No,No,2.5,547,Koramangala 4th Block,Casual Dining,450,Dine-out
18241,No,Yes,3.8,169,Koramangala 4th Block,Other,1300,Dine-out
18242,Yes,Yes,4.1,221,Koramangala 4th Block,Casual Dining,1000,Dine-out
18243,No,No,3.9,220,Koramangala 4th Block,Quick Bites,250,Dine-out
18244,No,No,2.8,289,Koramangala 4th Block,Casual Dining,250,Dine-out
18245,No,No,2.7,47,Koramangala 4th Block,Casual Dining,800,Dine-out
18246,No,No,3.73178,0,Koramangala 4th Block,Casual Dining,800,Dine-out
18247,No,No,3.3,4,Koramangala 4th Block,Cafe,400,Dine-out
18248,No,No,3.73178,0,Koramangala 4th Block,Delivery,300,Dine-out
18249,No,No,3.73178,0,Koramangala 4th Block,Other,350,Dine-out
18250,No,No,3.3,4,Koramangala 4th Block,Other,1000,Dine-out
18251,No,No,3.2,4,Koramangala 4th Block,Cafe,600,Dine-out
18252,Yes,No,3.5,5,Koramangala 4th Block,Casual Dining,800,Dine-out
18253,Yes,No,3.7,52,Koramangala 4th Block,Cafe,450,Dine-out
18254,Yes,No,4.1,502,Koramangala 4th Block,Quick Bites,600,Dine-out
18255,Yes,Yes,4.3,342,Koramangala 4th Block,Quick Bites,450,Dine-out
18256,Yes,No,3.0,290,Koramangala 4th Block,Quick Bites,400,Dine-out
18257,Yes,No,4.0,198,Koramangala 4th Block,Quick Bites,500,Dine-out
18258,Yes,No,3.9,49,Koramangala 4th Block,Quick Bites,400,Dine-out
18259,Yes,No,4.0,211,Koramangala 4th Block,Quick Bites,400,Dine-out
18260,Yes,No,3.4,25,Koramangala 4th Block,Quick Bites,400,Dine-out
18261,Yes,No,3.73178,0,Koramangala 4th Block,Quick Bites,300,Dine-out
18262,Yes,No,3.7,434,Koramangala 4th Block,Quick Bites,400,Dine-out
18263,No,No,3.6,28,Koramangala 4th Block,Quick Bites,250,Dine-out
18264,No,No,2.7,53,Koramangala 4th Block,Other,600,Dine-out
18265,Yes,No,3.9,241,Koramangala 4th Block,Quick Bites,600,Dine-out
18266,Yes,No,3.4,17,Koramangala 4th Block,Quick Bites,400,Dine-out
18267,No,No,3.6,12,Koramangala 4th Block,Quick Bites,650,Dine-out
18268,No,No,3.73178,0,Koramangala 4th Block,Quick Bites,500,Dine-out
18269,Yes,No,3.4,6,Koramangala 6th Block,Quick Bites,350,Dine-out
18270,No,No,3.73178,0,Koramangala 4th Block,Other,200,Dine-out
18271,No,No,2.9,21,Koramangala 4th Block,Quick Bites,450,Dine-out
18272,No,No,2.6,16,Koramangala 4th Block,Quick Bites,250,Dine-out
18273,Yes,No,3.9,151,Koramangala 4th Block,Other,400,Dine-out
18274,No,Yes,4.7,10503,Koramangala 5th Block,"Casual Dining, Bar",1400,Dine-out
18275,No,No,4.7,14704,Koramangala 5th Block,Other,900,Dine-out
18276,Yes,Yes,4.3,559,Koramangala 6th Block,Other,2000,Dine-out
18277,Yes,No,4.6,4689,Koramangala 7th Block,Other,1500,Dine-out
18278,No,Yes,4.4,1562,Koramangala 5th Block,Other,2000,Dine-out
18279,No,Yes,4.5,3912,Koramangala 5th Block,Other,1000,Dine-out
18280,No,Yes,4.4,2355,Koramangala 7th Block,"Casual Dining, Bar",1100,Dine-out
18281,Yes,Yes,4.5,3161,Koramangala 5th Block,"Casual Dining, Bar",1500,Dine-out
18282,No,Yes,4.2,1750,Koramangala 5th Block,Casual Dining,1200,Dine-out
18283,No,Yes,4.6,2579,Koramangala 5th Block,Other,1300,Dine-out
18284,No,No,4.2,2368,Koramangala 5th Block,Other,1400,Dine-out
18285,Yes,Yes,4.2,147,Koramangala 5th Block,Casual Dining,900,Dine-out
18286,Yes,Yes,4.5,3467,Koramangala 5th Block,Casual Dining,1300,Dine-out
18287,No,Yes,4.6,6371,Koramangala 7th Block,Other,1600,Dine-out
18288,Yes,Yes,4.5,3950,Koramangala 5th Block,Other,1600,Dine-out
18289,No,Yes,4.4,1557,Koramangala 5th Block,Casual Dining,700,Dine-out
18290,No,No,4.7,3214,Koramangala 5th Block,Other,750,Dine-out
18291,No,No,4.5,3843,Koramangala 5th Block,Cafe,800,Dine-out
18292,No,Yes,4.7,4441,Koramangala 5th Block,Other,1000,Dine-out
18293,No,Yes,4.4,374,Koramangala 3rd Block,Other,1000,Dine-out
18294,Yes,Yes,4.9,2227,Koramangala 5th Block,"Casual Dining, Bar",1500,Dine-out
18295,No,Yes,4.7,3625,Koramangala 1st Block,Casual Dining,1600,Dine-out
18296,No,Yes,4.7,4857,Koramangala 5th Block,Casual Dining,1500,Dine-out
18297,No,Yes,4.3,114,Koramangala 5th Block,Other,1500,Dine-out
18298,Yes,Yes,4.5,1888,Koramangala 1st Block,"Casual Dining, Bar",1200,Dine-out
18299,No,Yes,4.6,4986,Koramangala 5th Block,Other,1800,Dine-out
18300,Yes,No,4.4,7232,Koramangala 5th Block,Casual Dining,600,Dine-out
18301,No,No,4.1,2732,Koramangala 5th Block,Cafe,1300,Dine-out
18302,Yes,No,4.3,3458,Koramangala 7th Block,Casual Dining,600,Dine-out
18303,Yes,Yes,4.4,460,Koramangala 7th Block,"Casual Dining, Bar",1500,Dine-out
18304,No,Yes,4.5,1991,Koramangala 5th Block,Other,1400,Dine-out
18305,Yes,Yes,4.2,2620,Koramangala 5th Block,Casual Dining,1300,Dine-out
18306,No,Yes,4.1,786,Koramangala 3rd Block,Casual Dining,1500,Dine-out
18307,No,Yes,4.0,2158,Koramangala 5th Block,Other,1000,Dine-out
18308,Yes,Yes,4.1,1250,Koramangala 5th Block,Casual Dining,600,Dine-out
18309,Yes,Yes,4.5,718,Koramangala 7th Block,Casual Dining,1500,Dine-out
18310,Yes,Yes,4.3,2571,Koramangala 5th Block,Other,1200,Dine-out
18311,No,No,4.3,2304,Koramangala 5th Block,Casual Dining,800,Dine-out
18312,Yes,No,4.4,362,Koramangala 6th Block,Cafe,500,Dine-out
18313,No,Yes,4.5,569,Koramangala 6th Block,Other,1000,Dine-out
18314,Yes,Yes,4.3,549,Koramangala 5th Block,Other,1000,Dine-out
18315,Yes,Yes,4.4,3674,Koramangala 5th Block,Casual Dining,1400,Dine-out
18316,Yes,No,4.0,74,Koramangala 8th Block,Cafe,400,Dine-out
18317,No,No,4.4,174,Koramangala 5th Block,Other,600,Dine-out
18318,No,Yes,4.5,685,Koramangala 5th Block,Casual Dining,1400,Dine-out
18319,No,Yes,4.3,1550,Koramangala 1st Block,Other,1200,Dine-out
18320,Yes,Yes,4.2,1367,Koramangala 7th Block,"Casual Dining, Bar",1400,Dine-out
18321,Yes,No,4.3,2871,Koramangala 5th Block,Cafe,600,Dine-out
18322,Yes,Yes,4.4,520,Koramangala 6th Block,Casual Dining,2500,Dine-out
18323,No,No,3.8,1161,Koramangala 5th Block,Casual Dining,650,Dine-out
18324,No,No,3.7,4650,Koramangala 6th Block,Other,2000,Dine-out
18325,Yes,Yes,4.4,1854,Koramangala 6th Block,Casual Dining,1100,Dine-out
18326,Yes,Yes,4.4,679,Koramangala 7th Block,Casual Dining,1500,Dine-out
18327,Yes,Yes,4.1,1853,Koramangala 1st Block,Cafe,600,Dine-out
18328,Yes,Yes,4.3,1805,Koramangala 5th Block,Other,900,Dine-out
18329,Yes,No,4.1,6937,Koramangala 5th Block,Casual Dining,750,Dine-out
18330,No,No,4.5,733,Koramangala 5th Block,Casual Dining,1200,Dine-out
18331,Yes,No,4.1,3006,Koramangala 1st Block,Cafe,1000,Dine-out
18332,No,No,4.1,439,Koramangala 5th Block,Casual Dining,500,Dine-out
18333,Yes,No,3.7,26,Koramangala 5th Block,Casual Dining,600,Dine-out
18334,Yes,Yes,4.2,2714,Koramangala 3rd Block,Cafe,1000,Dine-out
18335,No,Yes,4.1,1794,Koramangala 5th Block,Casual Dining,1000,Dine-out
18336,Yes,No,4.4,949,Koramangala 5th Block,Cafe,900,Dine-out
18337,Yes,No,4.0,576,Koramangala 1st Block,Casual Dining,600,Dine-out
18338,Yes,Yes,4.1,1697,Koramangala 5th Block,Casual Dining,1200,Dine-out
18339,Yes,Yes,4.4,386,Koramangala 5th Block,"Casual Dining, Bar",1500,Dine-out
18340,Yes,Yes,4.2,494,Koramangala 5th Block,Cafe,800,Dine-out
18341,Yes,No,4.2,534,Koramangala 5th Block,Casual Dining,600,Dine-out
18342,Yes,Yes,4.1,1788,Koramangala 5th Block,Other,1200,Dine-out
18343,No,Yes,4.3,1470,Koramangala 5th Block,Cafe,800,Dine-out
18344,Yes,No,4.3,340,Koramangala 5th Block,Casual Dining,800,Dine-out
18345,Yes,Yes,4.5,208,Koramangala 5th Block,Cafe,800,Dine-out
18346,No,Yes,4.5,548,Koramangala 5th Block,Cafe,900,Dine-out
18347,Yes,Yes,4.4,192,Koramangala 3rd Block,Cafe,1000,Dine-out
18348,Yes,No,4.2,822,Koramangala 6th Block,Casual Dining,1000,Dine-out
18349,Yes,No,4.1,1567,Koramangala 5th Block,Casual Dining,750,Dine-out
18350,No,No,4.1,2449,Koramangala 6th Block,Cafe,700,Dine-out
18351,Yes,No,4.3,1593,Koramangala 5th Block,Casual Dining,550,Dine-out
18352,Yes,Yes,4.1,601,Koramangala 6th Block,Casual Dining,1100,Dine-out
18353,Yes,No,4.6,1027,Koramangala 7th Block,Other,550,Dine-out
18354,Yes,Yes,4.1,675,Koramangala 3rd Block,Casual Dining,900,Dine-out
18355,No,Yes,4.3,2248,Koramangala 5th Block,Casual Dining,1100,Dine-out
18356,Yes,No,4.1,845,Koramangala 6th Block,Casual Dining,700,Dine-out
18357,Yes,No,4.0,960,Koramangala 7th Block,Casual Dining,500,Dine-out
18358,Yes,Yes,4.0,151,Koramangala 2nd Block,Casual Dining,1100,Dine-out
18359,Yes,No,4.1,1959,Koramangala 6th Block,Casual Dining,650,Dine-out
18360,No,No,4.2,676,Koramangala 5th Block,Casual Dining,650,Dine-out
18361,Yes,Yes,4.2,872,Koramangala 5th Block,Cafe,600,Dine-out
18362,Yes,Yes,4.0,1863,Koramangala 6th Block,Casual Dining,600,Dine-out
18363,No,Yes,4.1,759,Koramangala 3rd Block,Other,1200,Dine-out
18364,Yes,Yes,4.1,222,Koramangala 5th Block,Casual Dining,600,Dine-out
18365,No,Yes,4.2,818,Koramangala 6th Block,Cafe,800,Dine-out
18366,No,No,4.0,1409,Koramangala 6th Block,Other,1000,Dine-out
18367,No,No,4.0,431,Koramangala 5th Block,Cafe,500,Dine-out
18368,Yes,No,3.9,660,Koramangala 5th Block,Casual Dining,500,Dine-out
18369,Yes,No,4.1,778,Koramangala 1st Block,Cafe,700,Dine-out
18370,No,Yes,4.1,450,Koramangala 7th Block,Casual Dining,650,Dine-out
18371,Yes,No,4.1,1117,Koramangala 5th Block,Casual Dining,750,Dine-out
18372,No,Yes,4.4,325,Koramangala 5th Block,Casual Dining,1200,Dine-out
18373,Yes,No,3.8,178,Koramangala 1st Block,Casual Dining,800,Dine-out
18374,Yes,No,3.7,32,Koramangala 6th Block,Casual Dining,700,Dine-out
18375,Yes,No,4.0,782,Koramangala 5th Block,Casual Dining,800,Dine-out
18376,Yes,Yes,4.0,859,Koramangala 5th Block,Casual Dining,850,Dine-out
18377,Yes,No,4.2,1063,Koramangala 5th Block,Cafe,800,Dine-out
18378,Yes,No,3.8,19,Koramangala 7th Block,Casual Dining,400,Dine-out
18379,No,No,3.9,740,Koramangala 6th Block,Other,1400,Dine-out
18380,No,Yes,3.9,149,Koramangala 5th Block,Other,1000,Dine-out
18381,Yes,No,4.1,85,Koramangala 6th Block,Cafe,700,Dine-out
18382,Yes,Yes,4.2,344,Koramangala 5th Block,Casual Dining,700,Dine-out
18383,Yes,Yes,4.0,1512,Koramangala 3rd Block,Cafe,900,Dine-out
18384,Yes,No,3.1,910,Koramangala 5th Block,Casual Dining,600,Dine-out
18385,Yes,No,4.0,457,Koramangala 1st Block,Casual Dining,650,Dine-out
18386,Yes,No,3.6,16,Koramangala 5th Block,Cafe,500,Dine-out
18387,Yes,No,4.1,306,Koramangala 7th Block,Cafe,600,Dine-out
18388,Yes,No,3.7,259,Koramangala 5th Block,Casual Dining,750,Dine-out
18389,Yes,Yes,4.1,402,Koramangala 5th Block,Other,1200,Dine-out
18390,Yes,No,3.8,23,Koramangala 5th Block,Cafe,600,Dine-out
18391,Yes,No,4.0,314,Koramangala 5th Block,Casual Dining,800,Dine-out
18392,Yes,No,4.1,992,Koramangala 6th Block,Cafe,600,Dine-out
18393,Yes,Yes,4.0,797,Koramangala 7th Block,Casual Dining,900,Dine-out
18394,Yes,Yes,4.2,1703,Koramangala 5th Block,Cafe,650,Dine-out
18395,No,Yes,4.1,1236,Koramangala 5th Block,Other,1500,Dine-out
18396,Yes,No,4.1,893,Koramangala 3rd Block,Cafe,800,Dine-out
18397,Yes,Yes,4.4,345,Koramangala 5th Block,"Casual Dining, Bar",1000,Dine-out
18398,Yes,No,3.9,375,Koramangala 1st Block,Casual Dining,750,Dine-out
18399,No,Yes,3.9,283,Koramangala 7th Block,"Casual Dining, Bar",1000,Dine-out
18400,Yes,Yes,4.2,294,Koramangala 5th Block,Casual Dining,800,Dine-out
18401,Yes,No,3.8,473,Koramangala 5th Block,Casual Dining,500,Dine-out
18402,Yes,No,3.9,1142,Koramangala 5th Block,Casual Dining,500,Dine-out
18403,Yes,No,3.8,66,Koramangala 5th Block,Casual Dining,800,Dine-out
18404,No,No,4.2,224,Koramangala 2nd Block,Cafe,200,Dine-out
18405,Yes,Yes,4.0,1389,Koramangala 7th Block,Casual Dining,1100,Dine-out
18406,Yes,No,3.9,455,Koramangala 6th Block,Casual Dining,1000,Dine-out
18407,Yes,No,4.0,515,Koramangala 7th Block,Casual Dining,750,Dine-out
18408,Yes,No,4.1,141,Koramangala 5th Block,Cafe,1200,Dine-out
18409,Yes,No,3.5,888,Koramangala 7th Block,Casual Dining,650,Dine-out
18410,Yes,No,3.6,73,Koramangala 5th Block,Casual Dining,700,Dine-out
18411,Yes,No,3.9,475,Koramangala 6th Block,Casual Dining,600,Dine-out
18412,No,No,4.2,270,Koramangala 6th Block,Other,1400,Dine-out
18413,No,Yes,3.9,1389,Koramangala 5th Block,Other,1400,Dine-out
18414,No,No,4.5,42,Koramangala 5th Block,Casual Dining,800,Dine-out
18415,Yes,Yes,3.9,484,Koramangala 5th Block,Casual Dining,700,Dine-out
18416,No,Yes,3.9,589,Koramangala 5th Block,Other,1300,Dine-out
18417,Yes,No,3.9,823,Koramangala 5th Block,Casual Dining,750,Dine-out
18418,Yes,No,4.0,107,Koramangala 1st Block,Casual Dining,500,Dine-out
18419,No,Yes,4.2,117,Koramangala 7th Block,Casual Dining,800,Dine-out
18420,Yes,No,3.7,31,Koramangala 7th Block,Cafe,500,Dine-out
18421,Yes,No,4.1,1003,Koramangala 5th Block,Casual Dining,700,Dine-out
18422,No,No,4.1,172,Koramangala 7th Block,Cafe,650,Dine-out
18423,Yes,Yes,4.4,102,Koramangala 8th Block,Cafe,700,Dine-out
18424,Yes,No,3.7,130,Koramangala 1st Block,"Casual Dining, Bar",1200,Dine-out
18425,Yes,No,4.1,61,Koramangala 2nd Block,Cafe,600,Dine-out
18426,Yes,No,4.0,781,Koramangala 6th Block,Casual Dining,750,Dine-out
18427,No,No,3.0,38,Koramangala 5th Block,Other,1000,Dine-out
18428,No,No,3.7,25,Koramangala 7th Block,Other,300,Dine-out
18429,Yes,No,3.8,267,Koramangala 7th Block,Casual Dining,650,Dine-out
18430,No,No,3.8,674,Koramangala 6th Block,Other,1700,Dine-out
18431,No,Yes,4.1,354,Koramangala 3rd Block,Other,2000,Dine-out
18432,No,No,4.1,324,Koramangala 7th Block,Cafe,700,Dine-out
18433,Yes,No,3.9,453,Koramangala 7th Block,Casual Dining,600,Dine-out
18434,Yes,No,4.4,480,Koramangala 5th Block,Cafe,450,Dine-out
18435,No,No,4.1,183,Koramangala 5th Block,Other,150,Dine-out
18436,No,No,4.0,293,Koramangala 6th Block,Other,250,Dine-out
18437,No,Yes,4.3,105,Koramangala 7th Block,Casual Dining,1000,Dine-out
18438,Yes,No,2.8,152,Koramangala 7th Block,Casual Dining,700,Dine-out
18439,Yes,No,4.0,152,Koramangala 5th Block,Other,350,Dine-out
18440,Yes,Yes,4.0,236,Koramangala 5th Block,Casual Dining,800,Dine-out
18441,No,No,3.7,107,Koramangala 1st Block,Casual Dining,500,Dine-out
18442,No,No,3.8,38,Koramangala 6th Block,Casual Dining,900,Dine-out
18443,Yes,No,3.7,26,Koramangala 6th Block,Quick Bites,400,Dine-out
18444,Yes,No,2.9,13,Koramangala 7th Block,Casual Dining,600,Dine-out
18445,Yes,No,4.0,293,Koramangala 6th Block,Other,250,Dine-out
18446,Yes,Yes,4.2,325,Koramangala 7th Block,Casual Dining,800,Dine-out
18447,Yes,No,3.4,31,Koramangala 6th Block,Casual Dining,700,Dine-out
18448,Yes,No,3.8,172,Koramangala 5th Block,Casual Dining,550,Dine-out
18449,Yes,No,3.8,94,Koramangala 1st Block,Casual Dining,600,Dine-out
18450,Yes,No,3.9,331,Koramangala 1st Block,Casual Dining,600,Dine-out
18451,Yes,No,3.6,165,Koramangala 3rd Block,Casual Dining,500,Dine-out
18452,Yes,No,4.0,201,Koramangala 5th Block,Cafe,800,Dine-out
18453,Yes,No,4.1,67,Koramangala 6th Block,Casual Dining,1000,Dine-out
18454,Yes,No,3.8,38,Koramangala 1st Block,Casual Dining,500,Dine-out
18455,Yes,Yes,3.7,1014,Koramangala 6th Block,Other,1300,Dine-out
18456,No,No,3.7,73,Koramangala 6th Block,Other,250,Dine-out
18457,Yes,No,4.1,93,Koramangala 5th Block,Cafe,600,Dine-out
18458,Yes,No,3.7,24,Koramangala 7th Block,Cafe,550,Dine-out
18459,Yes,No,3.6,242,Koramangala 5th Block,Casual Dining,1000,Dine-out
18460,No,No,3.7,34,Koramangala 5th Block,Other,300,Dine-out
18461,Yes,No,3.5,74,Koramangala 6th Block,Casual Dining,600,Dine-out
18462,Yes,No,3.8,222,Ejipura,Casual Dining,600,Dine-out
18463,Yes,No,3.9,394,Koramangala 7th Block,Casual Dining,750,Dine-out
18464,Yes,No,4.1,505,Koramangala 6th Block,Cafe,600,Dine-out
18465,Yes,No,3.7,382,Koramangala 5th Block,Casual Dining,600,Dine-out
18466,No,No,3.3,10,Koramangala 5th Block,"Takeaway, Delivery",600,Dine-out
18467,No,No,3.5,17,Ejipura,Casual Dining,800,Dine-out
18468,No,No,3.5,20,Koramangala 6th Block,Casual Dining,400,Dine-out
18469,Yes,No,3.8,22,Koramangala 5th Block,Cafe,500,Dine-out
18470,No,No,3.6,23,Koramangala 5th Block,Other,200,Dine-out
18471,No,No,4.0,57,Koramangala 5th Block,Casual Dining,500,Dine-out
18472,No,No,3.8,47,Koramangala 5th Block,Cafe,600,Dine-out
18473,Yes,No,3.1,120,Koramangala 6th Block,Casual Dining,500,Dine-out
18474,Yes,No,2.7,249,Koramangala 7th Block,Casual Dining,400,Dine-out
18475,No,No,4.3,135,Koramangala 5th Block,Cafe,800,Dine-out
18476,Yes,No,3.8,149,Koramangala 5th Block,Casual Dining,600,Dine-out
18477,No,Yes,3.5,32,Koramangala 5th Block,Casual Dining,1000,Dine-out
18478,No,No,3.7,19,Koramangala 7th Block,Other,300,Dine-out
18479,No,No,3.5,14,Koramangala 7th Block,Casual Dining,1000,Dine-out
18480,Yes,No,3.5,34,Koramangala 6th Block,Other,250,Dine-out
18481,Yes,No,4.1,237,Koramangala 5th Block,Casual Dining,500,Dine-out
18482,Yes,No,4.0,275,Koramangala 3rd Block,Cafe,500,Dine-out
18483,Yes,No,3.6,243,Koramangala 6th Block,Casual Dining,800,Dine-out
18484,No,No,3.7,68,Koramangala 6th Block,Other,1000,Dine-out
18485,Yes,No,3.6,45,Koramangala 1st Block,Casual Dining,700,Dine-out
18486,Yes,No,3.8,57,Koramangala 7th Block,Casual Dining,700,Dine-out
18487,Yes,No,3.5,9,Koramangala 7th Block,Other,700,Dine-out
18488,No,No,3.4,7,Koramangala 6th Block,Casual Dining,1000,Dine-out
18489,No,No,2.8,227,Koramangala 6th Block,Cafe,450,Dine-out
18490,No,No,3.3,5,Koramangala 1st Block,"Casual Dining, Bar",700,Dine-out
18491,Yes,No,3.7,47,Koramangala 6th Block,Casual Dining,800,Dine-out
18492,Yes,No,3.8,215,Koramangala 6th Block,Casual Dining,700,Dine-out
18493,Yes,No,3.4,34,Koramangala 7th Block,Casual Dining,650,Dine-out
18494,No,No,3.5,11,Koramangala 2nd Block,Other,1600,Dine-out
18495,No,No,3.0,25,Koramangala 6th Block,Other,2300,Dine-out
18496,Yes,No,3.2,15,Koramangala 6th Block,Other,250,Dine-out
18497,No,No,3.9,626,Koramangala 5th Block,Casual Dining,600,Dine-out
18498,No,No,3.73178,0,Nagarbhavi,Casual Dining,500,Dine-out
18499,Yes,No,3.7,93,Koramangala 6th Block,Quick Bites,300,Dine-out
18500,No,No,3.5,8,Koramangala 7th Block,Other,250,Dine-out
18501,No,No,3.6,54,Koramangala 6th Block,Quick Bites,400,Dine-out
18502,No,No,3.1,7,Koramangala 5th Block,Other,200,Dine-out
18503,No,No,3.8,29,Koramangala 6th Block,Other,800,Dine-out
18504,No,No,3.2,6,Koramangala 1st Block,Other,100,Dine-out
18505,No,No,3.8,152,Koramangala 6th Block,Other,1500,Dine-out
