,online,reservations,rating,votes,location,rest_type,cost_for_two,type
9442,Yes,No,3.9,255,Frazer Town,Casual Dining,700,Delivery
379,Yes,No,3.7,514,Basavanagudi,Cafe,600,Delivery
29940,Yes,No,3.2,6,Bellandur,Quick Bites,350,Delivery
3950,No,Yes,4.3,334,Richmond Road,Casual Dining,1200,Buffet
10815,No,No,3.73178,0,Electronic City,Quick Bites,200,Dine-out
30051,Yes,No,3.7,53,Sarjapur Road,Delivery,600,Delivery
29932,Yes,No,3.9,40,HSR,Other,300,Delivery
4124,Yes,No,3.4,41,Ulsoor,Quick Bites,100,Delivery
8611,Yes,No,3.7,27,BTM,Quick Bites,400,Dine-out
20813,Yes,No,3.9,47,HSR,"Takeaway, Delivery",300,Delivery
6051,No,No,3.73178,0,Whitefield,Delivery,500,Delivery
4509,No,No,3.0,107,MG Road,Casual Dining,800,Delivery
9119,Yes,No,3.9,33,JP Nagar,Other,600,Dine-out
31151,Yes,No,2.8,32,Whitefield,Quick Bites,400,Delivery
7185,Yes,No,3.7,53,Koramangala 7th Block,Delivery,500,Delivery
22053,Yes,No,3.8,885,BTM,Quick Bites,500,Dine-out
24679,Yes,No,2.4,135,Marathahalli,Casual Dining,600,Delivery
18046,No,No,3.73178,0,Koramangala 8th Block,"Takeaway, Delivery",300,Delivery
19258,Yes,No,3.3,9,Koramangala 4th Block,Delivery,400,Delivery
399,Yes,No,3.7,124,Kumaraswamy Layout,Casual Dining,750,Delivery
14148,Yes,No,3.6,197,Jayanagar,Casual Dining,800,Delivery
16930,Yes,No,3.8,25,Nagawara,"Takeaway, Delivery",350,Delivery
17201,Yes,No,3.1,12,Kalyan Nagar,Casual Dining,800,Dine-out
27682,Yes,No,3.8,27,Kaggadasapura,Quick Bites,450,Delivery
19871,Yes,No,3.4,24,BTM,Quick Bites,500,Delivery
2503,No,No,3.73178,0,Basavanagudi,Dessert Parlor,150,Desserts
8059,Yes,No,2.5,109,BTM,Casual Dining,800,Delivery
22719,No,No,3.7,62,Cunningham Road,Quick Bites,200,Delivery
9770,Yes,No,3.9,74,Richmond Road,Quick Bites,500,Dine-out
31464,Yes,No,3.0,56,Whitefield,Other,200,Desserts
25769,Yes,No,3.2,7,Marathahalli,Quick Bites,250,Dine-out
11038,Yes,No,3.7,131,Indiranagar,Quick Bites,40,Delivery
23698,Yes,No,3.8,40,Rajajinagar,Quick Bites,300,Delivery
27832,No,No,3.8,22,Old Airport Road,Other,150,Delivery
14007,Yes,No,4.5,339,Koramangala 5th Block,Other,300,Delivery
21114,Yes,No,4.0,187,Koramangala 7th Block,Other,500,Desserts
10084,Yes,No,3.9,145,Electronic City,Quick Bites,600,Delivery
21604,Yes,Yes,4.5,724,Koramangala 7th Block,Casual Dining,1500,Delivery
7541,Yes,No,4.0,265,Koramangala 5th Block,Other,300,Delivery
27366,Yes,No,3.73178,0,New BEL Road,Quick Bites,300,Dine-out
5371,Yes,No,3.3,201,Cunningham Road,Casual Dining,700,Dine-out
18447,Yes,No,3.4,31,Koramangala 6th Block,Casual Dining,700,Dine-out
18510,No,No,2.9,12,Koramangala 6th Block,Cafe,500,Dine-out
16813,Yes,No,3.8,109,Banaswadi,"Casual Dining, Bar",600,Dine-out
2422,Yes,Yes,4.1,1077,Jayanagar,Casual Dining,1000,Delivery
27406,No,No,3.3,7,Jalahalli,Quick Bites,250,Dine-out
26670,Yes,No,3.5,12,Ulsoor,Quick Bites,200,Dine-out
467,Yes,No,3.9,116,Banashankari,Dessert Parlor,400,Desserts
20686,No,Yes,4.1,759,Koramangala 3rd Block,Other,1200,Pubs and bars
23139,Yes,No,3.6,41,Brigade Road,Casual Dining,500,Dine-out
24607,No,Yes,4.8,7284,Marathahalli,"Casual Dining, Bar",1500,Buffet
31650,Yes,No,3.3,7,Whitefield,Quick Bites,400,Dine-out
25598,No,No,3.4,7,Marathahalli,Casual Dining,500,Dine-out
13202,No,No,3.9,49,Indiranagar,Cafe,200,Desserts
31814,No,No,3.1,76,Whitefield,Quick Bites,300,Dine-out
14608,Yes,No,4.4,4912,Jayanagar,Casual Dining,750,Dine-out
11352,No,Yes,4.2,170,Church Street,Casual Dining,1000,Dine-out
14990,Yes,No,3.3,15,Bannerghatta Road,Quick Bites,350,Dine-out
28633,Yes,No,3.9,41,Basaveshwara Nagar,"Takeaway, Delivery",800,Delivery
7782,No,No,3.3,6,BTM,Quick Bites,300,Delivery
8623,Yes,No,3.9,138,BTM,Quick Bites,300,Dine-out
10669,No,No,3.4,11,Electronic City,Casual Dining,700,Dine-out
28463,No,Yes,4.0,988,Indiranagar,Other,1400,Drinks & nightlife
23129,No,No,3.6,45,Residency Road,Other,1700,Dine-out
407,Yes,No,3.73178,0,Banashankari,Quick Bites,400,Delivery
8425,Yes,No,3.7,37,BTM,Casual Dining,400,Dine-out
10722,Yes,No,3.9,177,Electronic City,Quick Bites,650,Dine-out
8994,Yes,No,3.9,315,Jayanagar,Quick Bites,300,Dine-out
20849,Yes,No,4.2,41,HSR,"Takeaway, Delivery",200,Delivery
19365,Yes,No,3.5,221,BTM,Other,400,Delivery
26243,Yes,No,3.7,23,Indiranagar,Quick Bites,100,Delivery
6687,Yes,No,3.4,66,Whitefield,Quick Bites,450,Dine-out
19984,Yes,No,3.0,61,BTM,Cafe,650,Delivery
27866,No,No,3.9,49,Indiranagar,Cafe,200,Delivery
19090,Yes,No,4.1,359,HSR,Quick Bites,600,Delivery
8843,Yes,No,3.9,778,Koramangala 5th Block,Casual Dining,750,Dine-out
19954,Yes,No,3.3,26,BTM,Quick Bites,300,Delivery
8937,Yes,No,3.7,125,JP Nagar,Other,400,Dine-out
177,Yes,No,4.1,402,Banashankari,Cafe,500,Delivery
8195,Yes,No,3.73178,0,Koramangala 6th Block,Delivery,600,Delivery
14836,Yes,Yes,4.2,361,Banashankari,Casual Dining,800,Dine-out
19080,Yes,No,4.3,169,HSR,Delivery,400,Delivery
23467,Yes,No,3.2,9,Vasanth Nagar,Other,300,Dine-out
27087,No,No,3.73178,0,New BEL Road,Quick Bites,200,Delivery
13940,Yes,No,3.9,91,Jayanagar,Cafe,300,Cafes
295,Yes,No,3.0,82,Banashankari,Quick Bites,300,Delivery
30396,Yes,No,3.9,1246,Bellandur,Casual Dining,500,Desserts
16723,Yes,No,4.0,175,Kammanahalli,Quick Bites,400,Dine-out
28779,No,No,3.3,4,Basavanagudi,Quick Bites,150,Delivery
16303,No,No,4.1,109,Kammanahalli,Casual Dining,450,Delivery
20617,Yes,No,3.7,181,BTM,Quick Bites,400,Dine-out
12335,No,No,2.6,43,HSR,Other,500,Dine-out
21433,Yes,No,4.5,1195,BTM,Delivery,500,Delivery
25243,Yes,No,3.6,46,Marathahalli,Casual Dining,500,Delivery
9888,No,No,3.9,49,Frazer Town,Quick Bites,400,Dine-out
5244,Yes,No,3.2,4,MG Road,Quick Bites,450,Dine-out
16889,No,No,3.8,104,Banaswadi,Quick Bites,400,Dine-out
26934,Yes,No,3.4,90,Yeshwantpur,Quick Bites,300,Delivery
8576,Yes,No,3.9,183,BTM,Quick Bites,250,Dine-out
23865,Yes,No,3.2,9,Malleshwaram,Other,500,Delivery
6065,No,No,3.73178,0,Marathahalli,Other,250,Delivery
24178,Yes,No,4.0,25,Malleshwaram,Dessert Parlor,200,Desserts
15692,Yes,No,3.9,54,Bannerghatta Road,Quick Bites,400,Dine-out
42,Yes,No,3.9,286,Banashankari,Quick Bites,500,Delivery
12848,Yes,No,3.6,25,CV Raman Nagar,Dessert Parlor,250,Delivery
31228,Yes,No,3.1,4,Whitefield,"Takeaway, Delivery",250,Delivery
3570,Yes,No,4.0,152,Bellandur,Other,400,Dine-out
18175,Yes,No,3.73178,0,Koramangala 8th Block,Other,200,Desserts
18644,No,No,3.73178,0,Koramangala 8th Block,Quick Bites,250,Dine-out
8289,Yes,No,3.7,32,BTM,Other,200,Desserts
4049,No,No,3.73178,0,Richmond Road,Cafe,800,Cafes
21286,Yes,No,3.9,1050,Koramangala 7th Block,Quick Bites,600,Dine-out
29905,Yes,Yes,4.4,139,Sarjapur Road,Casual Dining,700,Delivery
8588,Yes,No,3.1,42,BTM,Quick Bites,800,Dine-out
19048,Yes,No,4.4,480,Koramangala 5th Block,Cafe,450,Cafes
17119,Yes,Yes,3.3,30,Kalyan Nagar,Casual Dining,850,Dine-out
5811,Yes,No,3.5,4,Whitefield,"Takeaway, Delivery",400,Delivery
24012,Yes,No,3.9,81,Malleshwaram,Casual Dining,600,Delivery
31921,No,No,3.4,13,Whitefield,Quick Bites,400,Dine-out
11917,No,No,3.73178,0,Koramangala 1st Block,Delivery,400,Delivery
420,Yes,No,3.5,15,Banashankari,Quick Bites,250,Delivery
27232,Yes,Yes,4.0,117,New BEL Road,Casual Dining,1400,Dine-out
24478,No,No,3.7,81,Rajajinagar,Casual Dining,600,Dine-out
7958,Yes,No,3.5,132,BTM,"Takeaway, Delivery",600,Delivery
12831,Yes,No,3.9,214,Indiranagar,Quick Bites,400,Delivery
2474,No,No,3.73178,0,Jayanagar,Delivery,200,Delivery
17554,Yes,No,4.3,283,HSR,Quick Bites,150,Delivery
20166,No,No,3.6,54,Koramangala 6th Block,Quick Bites,400,Delivery
19335,Yes,No,4.5,2073,HSR,Casual Dining,1200,Delivery
21362,Yes,Yes,4.2,1370,Koramangala 7th Block,"Casual Dining, Bar",1400,Drinks & nightlife
10947,Yes,No,4.2,432,Ulsoor,Other,700,Cafes
20437,Yes,No,4.1,1570,Koramangala 5th Block,Casual Dining,750,Dine-out
28137,Yes,No,3.1,4,Old Airport Road,Quick Bites,500,Dine-out
9197,Yes,No,4.6,4650,Koramangala 7th Block,Other,1500,Drinks & nightlife
2640,No,No,3.2,9,Basavanagudi,Quick Bites,300,Dine-out
26729,Yes,No,3.2,43,Indiranagar,Quick Bites,300,Dine-out
14217,Yes,No,3.6,60,Kumaraswamy Layout,Casual Dining,700,Delivery
13047,No,No,3.5,22,Jeevan Bhima Nagar,Quick Bites,200,Delivery
12035,Yes,No,4.5,196,HSR,Casual Dining,1200,Dine-out
8764,No,Yes,4.6,866,Koramangala 4th Block,Other,1400,Dine-out
11993,No,No,2.4,32,HSR,Other,500,Desserts
87,No,No,3.7,21,Banashankari,Quick Bites,250,Delivery
19791,Yes,No,3.1,120,Koramangala 6th Block,Casual Dining,500,Delivery
17281,No,No,3.73178,0,Banaswadi,Quick Bites,500,Dine-out
14049,Yes,No,3.9,28,Koramangala 7th Block,Bakery,500,Delivery
31809,Yes,No,3.8,63,Whitefield,Quick Bites,200,Dine-out
18283,No,Yes,4.6,2579,Koramangala 5th Block,Other,1300,Dine-out
10654,No,No,3.73178,0,Electronic City,Other,200,Dine-out
479,No,No,3.2,9,Banashankari,Dessert Parlor,300,Desserts
30514,No,No,4.3,393,Sarjapur Road,Dessert Parlor,200,Dine-out
9059,No,No,3.5,15,HSR,Cafe,250,Dine-out
15862,Yes,No,3.73178,0,Kalyan Nagar,Quick Bites,100,Cafes
16664,Yes,Yes,4.5,418,Kammanahalli,Casual Dining,1200,Dine-out
31014,Yes,No,3.3,6,Whitefield,Other,300,Delivery
22367,Yes,No,3.9,107,Lavelle Road,Quick Bites,500,Delivery
24391,No,Yes,4.3,413,Sankey Road,Other,5000,Dine-out
17703,Yes,No,4.1,673,HSR,Quick Bites,450,Delivery
11098,Yes,No,3.73178,0,Banaswadi,Quick Bites,200,Delivery
2483,Yes,No,3.4,20,Jayanagar,Bakery,400,Delivery
19453,Yes,No,3.4,9,Koramangala 6th Block,Quick Bites,250,Delivery
16047,Yes,No,3.9,224,Banaswadi,Casual Dining,600,Delivery
8839,Yes,No,4.2,1059,Koramangala 5th Block,Cafe,800,Dine-out
28291,Yes,Yes,3.9,1387,Indiranagar,Cafe,800,Dine-out
30307,No,No,3.0,88,Bellandur,Other,500,Delivery
30615,Yes,Yes,4.1,1696,Bellandur,"Casual Dining, Bar",1100,Dine-out
13291,No,Yes,4.4,2993,Indiranagar,Other,1400,Dine-out
13069,Yes,No,3.5,5,Domlur,Delivery,400,Delivery
10909,No,Yes,3.6,116,Electronic City,Other,1200,Pubs and bars
20773,No,No,4.1,324,Koramangala 7th Block,Cafe,700,Cafes
23552,No,Yes,4.5,8405,Brigade Road,Other,2000,Drinks & nightlife
6415,No,No,2.9,31,Whitefield,Other,200,Desserts
8349,No,No,3.8,69,Bannerghatta Road,Other,700,Desserts
23424,Yes,No,3.7,50,Majestic,Casual Dining,750,Dine-out
26461,No,Yes,4.4,195,MG Road,Other,2000,Dine-out
12981,No,No,3.73178,0,Indiranagar,"Takeaway, Delivery",400,Delivery
27585,Yes,No,3.1,47,Old Airport Road,Quick Bites,200,Delivery
21848,Yes,No,4.2,350,Koramangala 4th Block,Dessert Parlor,300,Desserts
7621,Yes,No,3.7,109,Bannerghatta Road,Quick Bites,600,Delivery
906,Yes,No,3.73178,0,JP Nagar,"Takeaway, Delivery",200,Delivery
31079,Yes,No,3.5,16,Whitefield,Delivery,600,Delivery
4074,Yes,No,3.8,88,Frazer Town,Quick Bites,250,Delivery
22268,Yes,No,3.6,96,Infantry Road,Other,650,Cafes
31063,Yes,No,3.2,4,Whitefield,Other,150,Delivery
27276,No,No,3.2,4,New BEL Road,Casual Dining,600,Dine-out
14518,No,No,3.8,32,Jayanagar,Other,400,Desserts
4356,Yes,No,3.9,257,Indiranagar,Casual Dining,650,Delivery
12865,No,No,3.7,123,Indiranagar,Quick Bites,350,Delivery
31256,Yes,No,4.0,21,Whitefield,Other,600,Delivery
31122,Yes,No,3.1,425,Whitefield,Delivery,500,Delivery
14556,No,No,3.9,41,BTM,Other,200,Desserts
27174,Yes,No,4.0,132,New BEL Road,Quick Bites,400,Desserts
14808,No,Yes,4.8,3864,JP Nagar,Casual Dining,1600,Dine-out
2381,Yes,Yes,4.3,881,Jayanagar,Casual Dining,1700,Delivery
6381,Yes,No,3.7,81,Brookefield,Bakery,400,Desserts
23340,Yes,No,3.3,4,Shivajinagar,Quick Bites,400,Dine-out
13185,Yes,No,3.7,32,Indiranagar,Other,250,Desserts
15986,Yes,No,3.7,23,Hennur,Quick Bites,300,Delivery
11417,Yes,No,3.7,829,HSR,Casual Dining,850,Buffet
14187,Yes,No,3.6,12,JP Nagar,Quick Bites,200,Delivery
110,No,No,3.73178,0,Banashankari,Dessert Parlor,150,Delivery
5743,Yes,No,4.2,3336,Marathahalli,Casual Dining,600,Delivery
15842,Yes,Yes,3.7,399,Kalyan Nagar,Casual Dining,1000,Buffet
13729,No,No,3.8,47,Old Airport Road,Casual Dining,400,Dine-out
6678,Yes,No,3.9,55,Marathahalli,Casual Dining,800,Dine-out
8836,No,Yes,4.4,320,Koramangala 5th Block,Casual Dining,1200,Dine-out
30685,No,No,2.7,39,Bellandur,Other,330,Dine-out
6097,Yes,No,3.4,23,Brookefield,"Takeaway, Delivery",200,Delivery
28342,No,No,2.4,25,Domlur,Other,1000,Dine-out
31685,Yes,No,3.0,56,Whitefield,Other,200,Dine-out
5921,Yes,Yes,4.2,794,Whitefield,Other,600,Delivery
28576,Yes,No,3.8,93,Vijay Nagar,Quick Bites,350,Delivery
842,No,No,3.2,11,BTM,Cafe,500,Cafes
9345,No,No,4.0,23,Vasanth Nagar,Other,1100,Cafes
21098,Yes,No,3.5,34,Koramangala 6th Block,Other,250,Desserts
9708,No,No,4.3,1187,Residency Road,Casual Dining,550,Dine-out
14204,Yes,No,4.4,360,Jayanagar,Dessert Parlor,400,Delivery
5305,No,No,3.4,12,Ulsoor,Quick Bites,100,Dine-out
9049,No,No,3.9,152,Koramangala 7th Block,Other,500,Dine-out
28214,No,No,3.4,5,Thippasandra,Quick Bites,150,Dine-out
15139,Yes,No,3.2,11,BTM,Quick Bites,250,Dine-out
28489,Yes,Yes,4.4,1526,Indiranagar,"Casual Dining, Bar",1500,Pubs and bars
5617,No,No,3.1,14,Marathahalli,Cafe,500,Cafes
11152,No,No,3.1,11,Frazer Town,Quick Bites,150,Delivery
10061,Yes,No,3.2,234,Electronic City,"Takeaway, Delivery",500,Delivery
15680,Yes,Yes,4.0,743,Bannerghatta Road,Casual Dining,800,Dine-out
15846,No,No,4.5,1181,Kalyan Nagar,Other,900,Cafes
8582,Yes,No,3.6,23,BTM,Quick Bites,350,Dine-out
23787,Yes,No,2.7,25,Malleshwaram,Other,700,Delivery
11316,No,No,3.8,20,Frazer Town,Quick Bites,200,Dine-out
19809,Yes,Yes,4.3,1807,Koramangala 5th Block,Other,900,Delivery
15973,Yes,No,2.9,7,Hennur,"Takeaway, Delivery",500,Delivery
3912,Yes,Yes,3.9,392,Bellandur,Other,1500,Pubs and bars
1430,No,No,2.7,67,Bannerghatta Road,Other,300,Delivery
2529,Yes,No,2.9,23,Jayanagar,Other,250,Desserts
24653,No,No,3.2,4,Marathahalli,Cafe,300,Cafes
11497,Yes,No,4.6,118,Koramangala 1st Block,Dessert Parlor,300,Delivery
9421,Yes,No,3.4,19,Ulsoor,Quick Bites,400,Delivery
31080,Yes,Yes,4.2,1113,Whitefield,Other,1600,Delivery
31634,Yes,No,3.8,63,Whitefield,Casual Dining,800,Dine-out
6448,Yes,Yes,3.5,261,Brookefield,Other,1500,Dine-out
9734,No,Yes,4.2,2076,Lavelle Road,Casual Dining,1500,Dine-out
14206,Yes,Yes,4.1,459,JP Nagar,Casual Dining,700,Delivery
7646,Yes,Yes,4.3,1258,Jayanagar,Other,800,Delivery
26406,Yes,No,4.1,47,Church Street,Dessert Parlor,300,Desserts
2326,Yes,No,2.7,97,Basavanagudi,Casual Dining,400,Delivery
31607,Yes,No,3.9,168,Whitefield,Casual Dining,600,Dine-out
4921,No,Yes,4.6,2339,MG Road,Other,2800,Dine-out
21105,Yes,Yes,4.3,343,Koramangala 4th Block,Quick Bites,450,Desserts
13529,No,No,3.73178,0,Indiranagar,Quick Bites,250,Dine-out
28766,No,No,3.2,4,Rajajinagar,Quick Bites,300,Delivery
11255,Yes,No,3.73178,0,Banaswadi,Bakery,150,Desserts
3948,No,Yes,4.3,622,Residency Road,Other,3400,Buffet
9136,No,No,3.73178,0,Hosur Road,Quick Bites,500,Dine-out
30528,Yes,No,3.8,8,Sarjapur Road,Quick Bites,500,Dine-out
28716,Yes,No,2.9,96,Rajajinagar,Casual Dining,400,Delivery
8751,Yes,Yes,4.4,3870,Koramangala 5th Block,Other,1600,Dine-out
31759,Yes,No,3.0,38,Whitefield,Cafe,700,Dine-out
471,Yes,No,3.8,144,Banashankari,Cafe,700,Desserts
14361,No,No,3.7,15,Jayanagar,Quick Bites,200,Delivery
16534,Yes,Yes,4.3,473,Kalyan Nagar,Casual Dining,750,Dine-out
20967,Yes,No,4.1,43,Domlur,Other,400,Delivery
25204,Yes,No,3.4,14,Marathahalli,Quick Bites,200,Delivery
16245,No,No,3.9,48,Kalyan Nagar,Other,200,Delivery
21171,Yes,Yes,4.4,9084,Koramangala 4th Block,Other,600,Dine-out
15303,Yes,No,3.6,25,Kanakapura Road,Casual Dining,500,Delivery
3323,No,No,3.7,23,Bellandur,Other,400,Delivery
14911,No,No,4.4,344,Banashankari,Quick Bites,100,Dine-out
12228,Yes,No,4.0,101,HSR,Quick Bites,250,Dine-out
9962,No,Yes,4.0,195,MG Road,Other,3000,Drinks & nightlife
14458,No,No,3.73178,0,JP Nagar,Delivery,500,Delivery
12701,Yes,Yes,4.3,389,Brigade Road,Other,1600,Delivery
10309,No,No,2.9,18,Electronic City,Casual Dining,450,Delivery
30741,No,No,3.6,19,Bellandur,Other,500,Dine-out
15757,Yes,No,3.1,6,Kumaraswamy Layout,Quick Bites,300,Dine-out
1162,Yes,No,3.0,17,BTM,Casual Dining,450,Delivery
12917,No,No,2.7,231,Indiranagar,Quick Bites,350,Delivery
25171,Yes,No,3.9,219,Marathahalli,Quick Bites,250,Delivery
18479,No,No,3.5,14,Koramangala 7th Block,Casual Dining,1000,Dine-out
7369,Yes,No,3.3,6,JP Nagar,Quick Bites,300,Delivery
15650,No,No,3.1,138,JP Nagar,Quick Bites,300,Dine-out
3795,Yes,No,3.5,341,Sarjapur Road,Casual Dining,850,Dine-out
1219,Yes,No,3.9,38,JP Nagar,Quick Bites,400,Delivery
4527,Yes,No,3.1,6,Indiranagar,Casual Dining,600,Delivery
862,Yes,No,4.1,427,Bannerghatta Road,"Takeaway, Delivery",500,Delivery
11010,Yes,No,3.9,59,Indiranagar,Bakery,500,Delivery
20761,Yes,No,4.1,894,Koramangala 3rd Block,Cafe,800,Cafes
20882,Yes,No,3.7,72,Indiranagar,Delivery,300,Delivery
21888,Yes,Yes,4.5,3473,Koramangala 5th Block,Casual Dining,1300,Dine-out
12560,Yes,No,3.9,37,Indiranagar,Quick Bites,400,Delivery
14311,Yes,No,3.5,15,BTM,"Takeaway, Delivery",200,Delivery
13361,Yes,Yes,4.3,766,Indiranagar,Other,1000,Dine-out
21200,Yes,Yes,4.4,684,Koramangala 7th Block,Casual Dining,1500,Dine-out
29126,No,No,3.6,101,Malleshwaram,Quick Bites,200,Dine-out
23979,No,No,3.5,7,Malleshwaram,Quick Bites,200,Delivery
12140,Yes,Yes,3.4,411,HSR,Casual Dining,750,Dine-out
5352,Yes,No,3.8,113,Residency Road,Dessert Parlor,500,Dine-out
16795,No,No,3.7,18,Banaswadi,Casual Dining,600,Dine-out
5557,No,No,3.3,4,Residency Road,Other,1000,Pubs and bars
10803,Yes,No,3.7,45,Electronic City,Other,500,Dine-out
4411,Yes,Yes,4.4,1110,Church Street,"Casual Dining, Bar",1200,Delivery
13415,Yes,No,3.9,346,Indiranagar,Casual Dining,450,Dine-out
27815,Yes,No,3.6,21,Thippasandra,"Takeaway, Delivery",600,Delivery
28832,No,No,3.73178,0,Rajajinagar,Other,450,Desserts
25571,Yes,No,3.8,69,Marathahalli,Quick Bites,400,Dine-out
17956,No,No,3.8,4648,Koramangala 6th Block,Other,2000,Delivery
24554,No,No,3.3,4,Rajajinagar,Quick Bites,250,Dine-out
21541,Yes,No,3.8,246,Jayanagar,Casual Dining,650,Delivery
8148,No,No,3.73178,0,Bommanahalli,Quick Bites,200,Delivery
31055,Yes,No,3.1,97,Whitefield,Quick Bites,500,Delivery
5874,Yes,No,3.4,226,Whitefield,Quick Bites,400,Delivery
15780,No,No,3.9,144,Kumaraswamy Layout,Cafe,550,Dine-out
5303,Yes,No,3.73178,0,Shivajinagar,Quick Bites,300,Dine-out
19068,Yes,Yes,4.2,2714,Koramangala 3rd Block,Cafe,1000,Cafes
6586,Yes,Yes,4.1,1739,Whitefield,Casual Dining,1400,Dine-out
16721,Yes,No,3.9,110,Kammanahalli,Quick Bites,400,Dine-out
24863,No,No,3.7,20,Marathahalli,Casual Dining,700,Delivery
8641,Yes,No,3.5,17,BTM,Quick Bites,300,Dine-out
286,Yes,No,2.6,231,Kumaraswamy Layout,Quick Bites,400,Delivery
5356,No,No,3.2,4,Shivajinagar,Quick Bites,400,Dine-out
15530,Yes,Yes,4.1,1405,JP Nagar,Other,1100,Dine-out
7584,Yes,No,3.9,64,Koramangala 5th Block,Quick Bites,300,Delivery
6846,No,No,3.5,44,Marathahalli,Quick Bites,400,Dine-out
7762,Yes,No,3.9,88,HSR,Quick Bites,250,Delivery
27205,No,No,4.3,969,New BEL Road,Other,1400,Dine-out
22826,Yes,No,4.1,45,Church Street,Dessert Parlor,300,Desserts
12143,No,No,3.3,19,HSR,Other,600,Dine-out
21458,Yes,No,4.1,134,BTM,Quick Bites,150,Delivery
10880,No,No,3.7,43,Electronic City,Quick Bites,200,Dine-out
293,Yes,Yes,4.0,633,Banashankari,Casual Dining,800,Delivery
9052,Yes,No,3.0,59,JP Nagar,Casual Dining,650,Dine-out
3593,No,No,3.5,11,Bellandur,Quick Bites,400,Dine-out
19375,Yes,No,4.0,960,Koramangala 7th Block,Casual Dining,500,Delivery
26747,No,Yes,4.3,2716,Brigade Road,Other,1300,Drinks & nightlife
23456,No,No,3.3,42,City Market,Quick Bites,400,Dine-out
17970,No,Yes,4.5,548,Koramangala 5th Block,Cafe,900,Delivery
915,Yes,No,3.9,255,BTM,Casual Dining,500,Delivery
2728,Yes,No,4.0,232,Jayanagar,Quick Bites,400,Dine-out
31779,Yes,No,3.9,197,Whitefield,Quick Bites,300,Dine-out
13712,No,Yes,4.2,139,Ulsoor,Other,2500,Dine-out
12774,Yes,No,3.3,11,Old Airport Road,Quick Bites,150,Delivery
17080,Yes,No,4.1,1286,Kalyan Nagar,Casual Dining,800,Dine-out
22098,No,Yes,4.4,2391,Koramangala 7th Block,"Casual Dining, Bar",1100,Drinks & nightlife
12556,Yes,No,3.9,639,Old Airport Road,Casual Dining,400,Delivery
10262,Yes,No,2.9,380,Electronic City,Casual Dining,1000,Delivery
10186,Yes,No,3.2,63,Electronic City,Casual Dining,400,Delivery
21652,Yes,Yes,4.2,515,Koramangala 5th Block,Cafe,800,Delivery
5800,No,No,3.2,4,Brookefield,Quick Bites,400,Delivery
5416,No,No,4.5,1573,Brigade Road,"Casual Dining, Bar",1500,Drinks & nightlife
12430,Yes,Yes,4.3,4108,Sarjapur Road,"Casual Dining, Bar",1400,Pubs and bars
9729,No,Yes,4.3,474,Residency Road,Other,3000,Dine-out
22453,Yes,No,4.2,231,Lavelle Road,Other,300,Delivery
8813,No,Yes,4.5,546,Koramangala 5th Block,Cafe,900,Dine-out
9710,No,No,4.3,689,MG Road,Other,3000,Dine-out
1884,Yes,No,3.3,57,Bannerghatta Road,Quick Bites,250,Dine-out
21578,Yes,No,4.0,42,Bannerghatta Road,Other,400,Delivery
12457,Yes,Yes,3.6,592,Indiranagar,Casual Dining,850,Buffet
31915,No,No,2.6,51,Whitefield,Other,500,Dine-out
29040,No,No,4.2,493,Malleshwaram,Casual Dining,1500,Dine-out
15320,Yes,No,3.3,6,Bannerghatta Road,Other,250,Delivery
24776,Yes,No,4.1,49,Marathahalli,Delivery,600,Delivery
6987,No,No,3.5,15,HSR,Cafe,250,Cafes
8826,Yes,Yes,4.0,1509,Koramangala 3rd Block,Cafe,900,Dine-out
10939,No,No,2.9,45,Frazer Town,Cafe,600,Cafes
25165,Yes,No,3.6,23,Whitefield,Quick Bites,450,Delivery
25981,No,Yes,4.3,165,Ulsoor,Other,2800,Buffet
19316,Yes,No,3.4,17,Koramangala 4th Block,Quick Bites,400,Delivery
10742,Yes,No,3.7,123,Electronic City,Quick Bites,500,Dine-out
11535,No,Yes,3.8,320,HSR,Casual Dining,800,Delivery
13278,No,Yes,4.1,177,Indiranagar,Other,2000,Dine-out
18632,No,No,2.6,153,Koramangala 1st Block,Quick Bites,300,Dine-out
659,No,No,3.7,130,Banashankari,Quick Bites,200,Dine-out
8127,No,No,2.9,27,JP Nagar,Other,400,Delivery
19513,Yes,No,3.6,42,BTM,Cafe,600,Delivery
23044,No,Yes,4.3,237,Richmond Road,Other,4000,Dine-out
20529,Yes,No,4.2,534,Koramangala 7th Block,Quick Bites,450,Dine-out
24567,Yes,Yes,4.1,662,Malleshwaram,Other,1100,Drinks & nightlife
6507,Yes,No,3.7,188,Brookefield,Quick Bites,200,Dine-out
14736,Yes,No,3.9,24,Jayanagar,Quick Bites,300,Dine-out
116,Yes,No,4.1,201,Banashankari,Quick Bites,300,Delivery
27914,No,No,3.4,6,Indiranagar,Quick Bites,400,Delivery
461,Yes,No,3.7,17,Banashankari,Dessert Parlor,400,Desserts
8088,Yes,No,3.1,4,BTM,Quick Bites,300,Delivery
26980,Yes,No,3.7,59,New BEL Road,Quick Bites,300,Delivery
17765,Yes,Yes,4.2,2714,Koramangala 3rd Block,Cafe,1000,Delivery
2935,Yes,Yes,4.0,903,Marathahalli,Casual Dining,750,Delivery
15420,No,No,3.73178,0,JP Nagar,Other,1000,Delivery
14103,Yes,Yes,4.2,179,Jayanagar,Casual Dining,800,Delivery
